id	filename	md5	size	state
d73b2bdd-0b3f-426b-b904-ff6c7901d297	mirnas.quantification.txt	3acbb85f683c02c2402334fcf793de01	50093	submitted
afeeb41e-93a2-4815-b44d-eab5d6d93c3c	mirnas.quantification.txt	fece5669be93f2aa9ad3a0d0538b70a4	50364	submitted
50cac209-2d40-4c1c-996f-1f567fddf64c	mirnas.quantification.txt	45e427d14dbe7c8dd91c26f88f950575	50400	submitted
01599e8a-f5d5-4a3a-a20b-b7beb269d96f	mirnas.quantification.txt	23038a92543a56777e8eab2007f72e07	50188	submitted
eb13e92a-820b-4ef9-9f6b-7270400fd290	mirnas.quantification.txt	02c5aeeb1b3bd8626d4463aad7fc970f	50118	submitted
e6ef3091-6289-45ea-b230-e83d63c85d65	mirnas.quantification.txt	095ecc9d7fb2573f1fb0c08e9dbd8de6	50118	submitted
e391958c-af90-4e5d-b9da-9caa91cb5d89	mirnas.quantification.txt	fc146bdd4265fa7c836fa0610b524d4c	50020	submitted
71ffdec4-8f07-465b-b856-b65085a35c9b	mirnas.quantification.txt	1675e0e284abd3cf27f0e0a619a5955a	50340	submitted
d126f9ce-772e-4cec-a2db-f3ac3ba8c407	mirnas.quantification.txt	2020aeb48089a19fb5d25bdd5cf23442	50362	submitted
079706e5-2e8b-49fd-b2d1-511ddd302bd4	mirnas.quantification.txt	be67c5281a47db27aad4298263cb7b24	50307	submitted
660a47cf-bafd-47e9-9a7c-b041023988e9	mirnas.quantification.txt	7253cdfbcf7f14501c80b1b120f0b894	50376	submitted
05de17f2-1947-4a2b-b5f8-eb611f3ec46a	mirnas.quantification.txt	94d0a79019a8bdf26b92d356549aaa86	50135	submitted
f44cd6ec-4645-47c5-88fc-422905cf6d38	mirnas.quantification.txt	daee3b1cc477cea216fd72dfb1292612	50013	submitted
e91af0eb-919f-45ba-91f7-8364925ba773	mirnas.quantification.txt	9c46c23a1ae388c8f03b1a30de9cd06b	50303	submitted
035c34c7-6ad8-4726-8b28-ef57096f55bd	mirnas.quantification.txt	c1656ed639bd8d647f51a765fbca645c	50299	submitted
