"GSM552961"	"GSM552962"	"GSM552963"	"GSM552964"	"GSM552965"	"GSM552966"	"GSM552968"	"GSM552969"	"GSM552970"	"GSM552971"	"GSM552972"	"GSM552973"	"GSM552974"	"GSM552975"	"GSM552976"	"GSM552977"	"GSM552978"	"GSM552979"	"GSM552980"	"GSM552981"	"GSM552982"	"GSM552983"	"GSM552984"	"GSM552985"	"GSM552986"	"GSM552987"	"GSM552988"	"GSM552989"	"GSM552990"	"GSM552991"	"GSM552992"	"GSM552993"	"GSM552994"	"GSM552995"	"GSM552996"	"GSM552997"	"GSM552998"	"GSM552999"	"GSM553000"	"GSM553001"	"GSM553002"	"GSM553003"	"GSM553004"	"GSM553005"	"GSM553006"	"GSM553007"	"GSM553008"	"GSM553009"	"GSM553010"	"GSM553011"	"GSM553012"	"GSM553013"	"GSM553014"	"GSM553015"	"GSM553016"	"GSM553017"	"GSM553018"	"GSM553019"	"GSM553020"	"GSM553021"	"GSM553022"	"GSM553023"	"GSM553024"	"GSM553025"	"GSM553026"	"GSM553027"	"GSM553028"	"GSM553029"	"GSM553030"	"GSM553031"	"GSM553032"	"GSM553033"	"GSM553034"	"GSM553035"	"GSM553036"	"GSM553037"	"GSM553038"	"GSM553039"	"GSM553040"	"GSM553041"	"GSM553043"	"GSM553045"	"GSM553046"	"GSM553047"	"GSM553048"	"GSM553049"	"GSM553050"	"GSM553051"	"GSM553052"	"GSM553053"	"GSM553054"	"GSM553055"	"GSM553056"	"GSM553057"	"GSM553058"	"GSM553059"	"GSM553060"	"GSM553061"	"GSM553062"	"GSM553063"	"GSM553064"	"GSM553065"	"GSM553066"	"GSM553067"	"GSM553069"	"GSM553070"	"GSM553071"	"GSM553072"	"GSM553073"	"GSM553074"	"GSM553075"	"GSM553076"	"GSM553077"	"GSM553079"	"GSM553081"	"GSM553082"	"GSM553083"	"GSM553084"	"GSM553085"	"GSM553086"	"GSM553087"	"GSM553089"	"GSM553090"	"GSM553091"	"GSM553092"	"GSM553093"	"GSM553094"	"GSM553095"	"GSM553096"	"GSM553097"	"GSM553098"	"GSM553099"	"GSM553100"	"GSM553101"	"GSM553102"	"GSM553103"	"GSM553104"	"GSM553105"	"GSM553106"	"GSM553107"	"GSM553109"	"GSM553110"	"GSM553111"	"GSM553112"	"GSM553113"	"GSM553114"	"GSM553115"	"GSM553116"	"GSM553117"	"GSM553118"	"GSM553119"	"GSM553120"	"GSM553121"	"GSM553122"	"GSM553123"	"GSM553124"	"GSM553125"	"GSM553126"	"GSM553127"	"GSM553128"	"GSM553129"	"GSM553130"	"GSM553131"	"GSM553132"	"GSM553133"	"GSM553134"	"GSM553135"	"GSM553136"	"GSM553137"	"GSM553138"	"GSM553139"	"GSM553140"	"GSM553141"	"GSM553142"	"GSM553143"	"GSM553144"	"GSM553145"	"GSM553146"	"GSM553147"	"GSM553148"	"GSM553149"	"GSM553150"	"GSM553151"	"GSM553152"	"GSM553154"	"GSM553155"	"GSM553156"	"GSM553157"	"GSM553158"	"GSM553159"	"GSM553160"	"GSM553161"	"GSM553162"	"GSM553163"	"GSM553164"	"GSM553165"	"GSM553166"	"GSM553167"	"GSM553168"	"GSM553169"	"GSM553170"
"hsa-miR-596"	9.150049156	9.445907282	8.942202225	9.107835693	9.116885431	9.031142311	9.303132129	9.283843373	9.347688848	8.95755439	8.851079081	9.255423878	9.246034438	9.321075916	9.084929664	9.183298673	9.533533354	9.038198057	8.95755439	9.228091394	9.14241679	9.150049156	8.871701311	9.14241679	8.920711083	9.544770932	9.33955861	9.368457781	8.67838784	9.023770798	9.084929664	9.023770798	9.157794965	9.166307687	9.107835693	8.871701311	9.183298673	9.092162274	8.972323276	8.994945721	9.264465041	9.107835693	9.218309079	9.00891358	9.14241679	9.038198057	9.40686427	9.069239462	8.986789114	9.084929664	9.40686427	9.038198057	9.100509084	8.979614249	9.038198057	8.733195394	9.116885431	9.045860381	9.150049156	8.892443896	9.061182776	8.979614249	8.762183246	8.928225459	8.986789114	9.200809842	9.150049156	9.157794965	9.053678361	8.878024099	9.084929664	9.157794965	8.936016154	9.93827586	9.273777015	9.14241679	9.001858258	9.001858258	9.061182776	9.07723748	9.13326689	9.347688848	9.246034438	9.494718379	9.33955861	8.913806652	9.218309079	9.979373637	9.321075916	9.191323979	9.084929664	9.228091394	9.584027884	9.13326689	9.00891358	9.218309079	9.045860381	9.573512565	9.228091394	9.200809842	8.965407292	9.273777015	9.107835693	9.174687547	9.926801619	9.264465041	9.038198057	9.264465041	9.273777015	9.150049156	9.993718202	9.218309079	9.107835693	8.845108281	9.209538743	9.023770798	9.347688848	9.14241679	9.116885431	9.00891358	9.174687547	9.330032371	9.445907282	8.986789114	8.950000314	9.157794965	9.157794965	9.031142311	9.293453469	9.191323979	8.857723271	9.100509084	9.191323979	8.928225459	9.084929664	8.936016154	9.60493224	8.892443896	9.445907282	9.00891358	9.293453469	8.965407292	8.950000314	9.14241679	9.656400786	9.001858258	9.303132129	9.23673276	9.33955861	9.23673276	9.084929664	9.48479555	9.744089744	8.871701311	9.303132129	9.283843373	8.972323276	9.465345237	8.845108281	9.07723748	9.045860381	9.053678361	9.166307687	9.038198057	9.852354504	8.994945721	9.100509084	8.845108281	9.045860381	9.303132129	9.023770798	8.767904311	9.00891358	9.388084963	9.166307687	9.191323979	9.397874306	9.293453469	8.744924314	8.838173918	9.084929664	9.07723748	9.523457535	9.038198057	9.061182776	9.465345237	9.475156946	9.100509084	9.60493224	8.920711083	9.084929664	9.303132129	9.045860381	8.928225459	9.023770798	9.23673276	9.124961493	9.13326689	9.084929664	8.722296322	9.228091394
"hsa-miR-518d-3p"	9.965078391	9.388084963	10.1009592	9.699701773	9.87709073	9.678858889	10.03443344	9.427149109	9.634663042	9.852354504	9.900225475	9.800823156	9.710744634	9.732383669	10.11444672	9.544770932	10.37679365	9.721511116	9.573512565	9.827103646	9.60493224	9.563862603	9.656400786	9.778107788	9.710744634	9.357560082	9.544770932	9.979373637	9.615992617	9.678858889	9.544770932	9.23673276	9.926801619	9.993718202	9.514681669	9.645316034	9.60493224	9.864368198	9.615992617	9.60493224	9.965078391	9.755390665	9.699701773	9.87709073	9.667846616	9.656400786	9.667846616	9.523457535	9.60493224	9.40686427	9.813836382	9.755390665	9.912910517	9.667846616	10.23844555	10.04809367	9.766313232	10.5843706	9.755390665	9.699701773	9.634663042	9.979373637	9.100509084	10.11444672	11.30617334	10.45020885	9.710744634	9.744089744	9.6891248	10.29290654	10.06132224	9.755390665	10.49409731	10.19944333	9.721511116	10.29290654	9.624699327	9.593963293	10.11444672	10.72901278	9.445907282	10.06132224	9.789187644	10.02099185	9.6891248	10.11444672	9.789187644	9.778107788	9.678858889	9.840067594	9.533533354	9.744089744	9.864368198	9.593963293	9.721511116	9.494718379	9.87709073	9.766313232	9.965078391	9.656400786	9.678858889	9.6891248	10.12767257	9.95150721	9.888710015	9.827103646	9.993718202	9.615992617	9.584027884	10.03443344	10.19944333	9.732383669	9.60493224	9.533533354	9.563862603	9.710744634	9.60493224	9.800823156	9.710744634	9.87709073	9.852354504	9.766313232	9.33955861	10.19944333	9.445907282	9.926801619	9.710744634	10.11444672	9.593963293	9.667846616	9.900225475	9.721511116	9.6891248	9.800823156	10.25218693	10.77529517	9.979373637	9.523457535	9.813836382	9.563862603	9.645316034	10.4779186	9.593963293	9.710744634	9.397874306	9.778107788	9.368457781	9.6891248	9.827103646	9.744089744	10.02099185	9.678858889	9.615992617	9.800823156	9.678858889	9.699701773	9.721511116	9.710744634	9.523457535	10.07486167	9.732383669	9.505343358	9.926801619	9.563862603	9.48479555	9.732383669	9.840067594	9.634663042	9.667846616	9.634663042	9.813836382	9.93827586	9.427149109	9.573512565	9.465345237	9.667846616	9.427149109	9.864368198	11.60201854	9.93827586	9.634663042	9.494718379	9.455840423	9.645316034	9.573512565	9.563862603	9.60493224	9.573512565	9.593963293	9.523457535	9.900225475	9.732383669	10.11444672	9.634663042	9.710744634	10.2665123	9.778107788	10.25218693	9.505343358	9.840067594	9.615992617
"hsa-miR-518c"	8.301785832	8.14469163	8.320312471	8.024971525	8.383007753	8.34956309	8.864498962	8.036974356	8.172687989	8.439665353	8.333341581	8.360681043	8.140110975	8.079946096	7.890601342	8.212164131	8.221276069	8.138037555	8.52825149	8.164137369	8.179503046	8.16832788	8.607951588	8.210039475	8.637827362	8.767904311	8.371256537	8.221276069	9.321075916	8.232521744	8.333341581	8.078011872	8.1009299	8.311921538	8.276636012	8.727865875	8.042657082	8.16832788	8.269755539	9.31258052	8.069328116	8.18604687	8.320312471	8.155359944	7.999424088	8.43662588	8.214516978	8.95755439	8.773494441	9.124961493	7.967739278	8.456133547	8.00113542	8.13189353	8.094928641	9.084929664	8.207830216	8.346772521	8.188232064	8.994945721	8.067047568	8.177429505	10.29290654	8.449378057	9.303132129	7.997465746	8.210039475	8.452901457	8.320312471	8.164137369	8.733195394	8.413304683	8.442870137	8.2814769	8.773494441	8.192473048	8.129878859	8.069328116	8.026997658	8.673344685	8.216992779	8.293929752	8.067047568	8.235183504	8.094928641	8.166147784	8.502059342	8.205624859	8.048606425	8.113796297	8.463046675	8.183935474	8.03290784	8.502059342	8.598660349	8.286392531	8.232521744	8.146872702	8.39765214	8.535998353	8.216992779	8.335837456	8.14469163	7.983484028	8.105150603	8.073420185	8.219213183	8.28385675	8.227698249	8.267261416	8.157552516	8.744924314	8.376878414	8.52047937	8.142405299	8.216992779	8.090667323	8.031029243	8.576651474	8.374460939	8.054906868	8.146872702	7.940642142	8.207830216	8.257993187	8.304386059	8.618318906	8.325614591	8.013208972	8.39765214	8.205624859	8.317594909	8.223330092	8.046540047	8.386190682	8.994945721	8.166147784	8.920711083	8.079946096	8.219213183	8.04465108	8.376878414	8.589744073	8.0209631	8.196976607	9.00891358	8.121790664	8.086488808	8.170483686	7.987696869	7.945156519	8.181660383	8.14469163	8.227698249	8.203344335	8.159576858	7.959859182	7.917642505	8.36320655	8.092723407	8.267261416	8.040710539	8.299161557	8.230031044	8.52047937	8.153222063	8.207830216	8.391946141	8.452901457	8.36320655	8.148978419	8.003133346	8.404033103	8.105150603	8.498444131	7.977852079	8.097052434	8.225719633	10.07486167	8.296497664	8.214516978	8.267261416	8.061022388	8.232521744	8.516779307	8.103012025	8.011119955	8.113796297	8.064872659	8.097052434	7.942913443	8.119746907	7.987696869	8.210039475	8.374460939	8.052957	8.243953746	8.422933487	8.151142517	7.963488045	8.052957
"HS_253"	8.738907078	8.177429505	8.539965568	8.49468767	8.598660349	8.524309248	8.400668971	8.380115392	8.607951588	8.39765214	8.864498962	8.67838784	8.340772331	8.52047937	8.899608519	8.449378057	9.293453469	8.484032996	8.950000314	8.607951588	8.371256537	8.439665353	8.42636246	8.420087328	8.65235862	8.243953746	8.320312471	8.568860371	8.628535461	8.38903917	8.622715939	8.422933487	8.705849868	8.65235862	8.291465945	9.166307687	8.43662588	8.779817373	8.36858789	8.684101058	8.469953976	8.637827362	8.524309248	8.260167348	8.36858789	8.476788061	8.509150941	8.39765214	8.667427063	8.272207614	8.513062505	8.487651569	8.235183504	8.276636012	8.535998353	8.49468767	8.39765214	8.452901457	8.201075382	8.422933487	8.484032996	8.556499631	8.374460939	9.100509084	9.045860381	9.330032371	8.2814769	8.633066489	8.36601972	8.936016154	8.779817373	8.673344685	8.480271555	8.32287704	8.532298415	8.513062505	8.607951588	8.340772331	8.892443896	8.532298415	8.286392531	8.491290778	8.317594909	8.306767506	8.335837456	8.767904311	8.422933487	8.449378057	8.314811451	8.43662588	8.235183504	8.383007753	8.884870569	8.589744073	8.42964799	8.125674324	8.539965568	8.311921538	8.466475912	8.612747876	8.603262594	8.69438589	8.524309248	8.413304683	8.148978419	8.064872659	8.196976607	8.43662588	8.480271555	8.473235568	8.36320655	8.56087249	8.306767506	8.716751019	8.413304683	8.383007753	8.420087328	8.090667323	8.52047937	8.979614249	8.311921538	8.357593455	8.225719633	8.505752467	8.65235862	8.838173918	8.469953976	8.857723271	8.251152077	8.376878414	8.56087249	8.580983147	8.524309248	8.237358053	8.913806652	9.357560082	8.230031044	8.798756154	8.357593455	8.516779307	8.487651569	8.673344685	8.38903917	8.498444131	8.374460939	8.469953976	8.340772331	8.484032996	8.509150941	8.684101058	8.535998353	8.267261416	8.243953746	8.179503046	8.400668971	8.36320655	8.805034329	8.705849868	8.267261416	8.556499631	8.40686499	8.603262594	8.383007753	8.838173918	8.214516978	8.469953976	8.42964799	8.750790747	8.459520755	8.36858789	8.52825149	8.487651569	8.35202218	8.410012776	8.288862395	8.232521744	8.293929752	8.487651569	9.116885431	8.416453056	8.39765214	8.36858789	8.309389846	8.767904311	8.42964799	8.28385675	8.058998246	8.36601972	8.04465108	8.335837456	8.942202225	8.642975697	8.673344685	8.594101345	8.383007753	8.689753046	8.568860371	8.513062505	8.380115392	8.56087249	8.598660349
"hsa-miR-222"	11.48680914	11.7973357	12.03146883	11.94184224	11.94184224	12.80436513	12.56310486	11.91872972	12.35675627	12.7442169	11.96376742	12.05594243	11.67833959	12.98706062	11.7028028	11.8456266	12.12903054	12.23260106	12.1545575	12.05594243	13.1440406	12.10522849	12.43940771	12.65354174	12.83590352	12.20739794	12.56310486	11.75180379	12.7442169	12.1545575	12.83590352	12.38501774	11.82093643	12.35675627	13.04668546	12.86358109	12.38501774	11.57759743	11.10060438	12.27894596	11.35182242	12.35675627	12.68670493	12.27894596	11.91872972	12.35675627	12.65354174	12.91949901	12.86358109	12.68670493	11.75180379	12.7442169	11.77413327	13.33661763	10.89418652	12.23260106	13.30506662	12.77422437	12.00853066	12.83590352	13.04668546	11.57759743	11.96376742	12.12903054	12.10522849	12.03146883	11.72864573	13.17523758	11.75180379	10.41999099	11.72864573	12.35675627	12.00853066	12.98706062	13.17523758	11.42271916	12.23260106	12.43940771	12.23260106	12.1545575	12.91949901	12.32976974	12.30336564	11.65385037	12.62071533	11.42271916	12.12903054	11.89347396	12.77422437	11.39858397	12.27894596	12.00853066	11.37395263	12.91949901	11.89347396	13.36777517	11.89347396	12.77422437	12.23260106	12.71636748	12.10522849	12.41248887	11.75180379	12.50154452	12.68670493	11.48680914	14.72985339	11.65385037	12.12903054	11.08180196	13.36777517	13.33661763	12.50154452	12.35675627	12.7442169	12.50154452	12.83590352	12.56310486	12.05594243	12.30336564	12.35675627	13.33661763	12.00853066	12.83590352	12.30336564	12.80436513	12.41248887	11.30617334	11.67833959	12.98706062	11.77413327	12.07930066	13.272167	13.04668546	13.77830857	12.98706062	13.97684458	12.30336564	12.23260106	12.53627712	11.7973357	12.20739794	12.53627712	12.50154452	12.32976974	11.57759743	12.43940771	12.03146883	12.05594243	12.23260106	11.65385037	11.67833959	13.56210515	12.03146883	12.27894596	11.8456266	11.87129403	12.27894596	12.23260106	12.05594243	12.20739794	12.47104622	12.23260106	12.80436513	12.91949901	14.34555499	12.20739794	12.32976974	12.56310486	12.27894596	11.77413327	11.62716859	11.91872972	11.21856247	13.04668546	11.98474477	11.77413327	12.18115616	12.23260106	12.27894596	12.23260106	12.1545575	12.1545575	12.77422437	12.38501774	11.65385037	12.56310486	11.98474477	13.20895208	12.23260106	11.44444613	12.71636748	11.94184224	12.83590352	11.96376742	12.03146883	12.41248887	12.23260106	12.07930066	12.77422437	12.41248887
"hsa-miR-423-3p"	13.36777517	13.46056032	12.91949901	13.52922804	13.52922804	13.49715303	13.33661763	13.04668546	13.24120069	12.9520494	13.46056032	12.56310486	13.39810351	13.24120069	13.24120069	13.42806792	13.46056032	13.59587108	13.07790606	13.56210515	13.17523758	13.42806792	13.56210515	13.10929022	13.1440406	13.01723847	13.33661763	13.272167	13.1440406	13.20895208	13.01723847	13.33661763	13.49715303	14.50923535	12.77422437	12.53627712	13.39810351	13.20895208	12.65354174	13.17523758	13.33661763	13.65844844	13.272167	13.24120069	13.17523758	12.7442169	12.83590352	13.04668546	12.71636748	13.20895208	13.65844844	12.98706062	13.272167	13.62542403	13.36777517	13.07790606	12.83590352	12.38501774	13.33661763	12.7442169	13.20895208	13.30506662	12.86358109	12.91949901	13.49715303	13.39810351	13.1440406	13.01723847	13.62542403	13.04668546	13.01723847	13.33661763	13.42806792	13.62542403	13.272167	13.10929022	13.42806792	13.62542403	13.46056032	13.65844844	13.07790606	13.52922804	13.39810351	12.62071533	13.39810351	13.49715303	13.42806792	14.02375392	13.95259811	13.36777517	12.98706062	13.49715303	13.56210515	13.10929022	13.33661763	12.80436513	13.52922804	13.99896396	13.33661763	13.10929022	13.49715303	13.46056032	13.33661763	13.1440406	13.39810351	14.06964569	12.68670493	13.10929022	13.49715303	13.74969558	13.42806792	13.39810351	13.49715303	13.62542403	12.83590352	13.07790606	13.56210515	13.39810351	13.42806792	13.36777517	12.83590352	13.52922804	13.59587108	12.80436513	13.24120069	12.98706062	13.46056032	13.42806792	12.83590352	12.89121244	13.1440406	13.39810351	13.24120069	12.53627712	13.01723847	12.89121244	12.7442169	12.86358109	13.65844844	13.30506662	13.56210515	13.39810351	13.65844844	13.272167	13.84039635	13.39810351	13.74969558	13.1440406	12.91949901	13.42806792	13.36777517	13.81121603	13.24120069	13.24120069	13.56210515	13.36777517	13.56210515	13.62542403	12.59102906	13.10929022	13.272167	12.65354174	13.36777517	13.33661763	13.59587108	13.272167	13.39810351	12.98706062	13.56210515	13.62542403	13.20895208	13.52922804	13.20895208	13.62542403	13.33661763	13.77830857	13.46056032	13.56210515	13.24120069	14.11251571	13.39810351	13.74969558	13.84039635	13.10929022	13.59587108	13.68797489	13.52922804	13.42806792	13.1440406	12.86358109	13.36777517	13.52922804	13.52922804	13.01723847	12.89121244	13.39810351	13.39810351	13.36777517	13.07790606	13.62542403	13.30506662
"hsa-miR-138"	8.750790747	8.700255772	8.878024099	9.43733282	9.053678361	8.779817373	9.283843373	9.388084963	8.920711083	11.60201854	8.767904311	8.979614249	8.762183246	8.811056223	8.920711083	9.417069042	8.831737965	9.264465041	10.86016408	8.637827362	8.673344685	8.979614249	9.755390665	8.642975697	8.622715939	8.727865875	8.756440277	8.920711083	11.39858397	8.738907078	9.852354504	8.845108281	8.798756154	8.838173918	10.72901278	9.678858889	8.667427063	9.166307687	8.871701311	9.553904759	8.838173918	8.825137429	9.255423878	8.684101058	8.744924314	8.857723271	9.465345237	9.699701773	9.766313232	9.13326689	9.092162274	8.700255772	8.705849868	8.628535461	8.825137429	12.00853066	11.57759743	8.884870569	8.700255772	9.656400786	9.150049156	8.878024099	8.502059342	8.52047937	9.264465041	8.851079081	8.936016154	9.368457781	8.878024099	8.628535461	8.773494441	8.884870569	8.598660349	10.25218693	9.157794965	8.994945721	8.727865875	8.722296322	8.756440277	8.711176388	8.744924314	8.906981101	8.884870569	8.673344685	8.979614249	8.642975697	8.851079081	8.463046675	8.965407292	10.89418652	9.744089744	8.700255772	8.56087249	8.950000314	8.689753046	8.825137429	8.845108281	8.548352276	9.116885431	8.689753046	9.166307687	9.218309079	8.871701311	8.69438589	8.965407292	8.52825149	8.762183246	8.805034329	8.817862372	9.001858258	10.98694451	8.716751019	8.67838784	8.913806652	9.107835693	8.825137429	8.95755439	8.075802558	8.792470147	9.95150721	8.913806652	8.607951588	8.700255772	9.31258052	8.779817373	10.56799688	9.615992617	8.548352276	8.662359427	9.293453469	8.95755439	8.95755439	8.871701311	9.228091394	12.25408738	8.335837456	8.878024099	8.722296322	8.805034329	8.607951588	8.936016154	9.645316034	8.762183246	8.744924314	9.017373571	8.705849868	8.700255772	8.762183246	8.565086464	8.744924314	8.767904311	9.031142311	9.13326689	8.657306894	8.565086464	8.878024099	8.556499631	8.544124354	9.347688848	8.979614249	8.711176388	9.07723748	8.972323276	9.6891248	8.673344685	9.48479555	8.662359427	9.533533354	8.913806652	8.750790747	8.811056223	8.913806652	8.942202225	8.684101058	9.200809842	9.023770798	8.878024099	8.667427063	8.786395577	8.762183246	8.864498962	8.851079081	8.628535461	9.053678361	8.798756154	8.792470147	8.767904311	8.979614249	9.13326689	9.191323979	8.831737965	9.191323979	8.618318906	9.584027884	8.727865875	8.805034329	8.805034329	8.817862372	8.845108281	8.892443896	8.838173918
"HS_106"	8.346772521	8.127779165	8.086488808	8.188232064	8.183935474	8.133769207	8.127779165	8.172687989	8.248808724	8.43662588	8.06305284	8.140110975	8.232521744	8.097052434	8.024971525	8.11579428	7.987696869	8.050769326	8.276636012	8.196976607	8.155359944	8.151142517	8.177429505	8.092723407	8.056958124	8.082068777	8.203344335	8.357593455	8.306767506	8.253225288	8.296497664	8.11579428	8.03290784	8.330800429	8.269755539	8.073420185	8.223330092	8.003133346	8.129878859	8.177429505	8.151142517	8.172687989	8.251152077	8.18604687	8.166147784	8.439665353	8.232521744	8.196976607	8.172687989	8.293929752	8.210039475	8.201075382	8.227698249	8.235183504	8.183935474	8.979614249	8.360681043	8.092723407	8.248808724	8.410012776	8.151142517	8.151142517	8.084395819	8.170483686	8.330800429	8.219213183	8.18604687	8.239614163	8.183935474	8.054906868	8.210039475	8.097052434	8.214516978	8.26489571	8.214516978	8.052957	8.050769326	8.179503046	8.127779165	8.177429505	8.061022388	8.251152077	8.161981483	8.094928641	8.142405299	8.138037555	8.127779165	7.977852079	8.320312471	8.376878414	8.216992779	8.214516978	7.971924782	8.138037555	7.997465746	8.113796297	8.159576858	8.019122739	8.094928641	8.117806691	8.179503046	8.188232064	7.989700779	8.172687989	8.25566077	8.082068777	8.257993187	8.161981483	8.125674324	7.957782684	8.237358053	8.06305284	8.262549044	8.153222063	8.133769207	8.188232064	8.196976607	8.203344335	8.107422064	8.127779165	8.203344335	8.286392531	8.133769207	8.172687989	8.212164131	8.330800429	8.203344335	8.272207614	8.159576858	8.257993187	8.190209079	8.094928641	8.146872702	8.260167348	8.335837456	8.175237344	8.190209079	8.1009299	8.142405299	8.103012025	8.092723407	8.416453056	8.257993187	8.219213183	8.082068777	8.11579428	8.219213183	8.25566077	8.188232064	8.121790664	8.13189353	7.921718289	8.172687989	8.288862395	8.166147784	8.232521744	8.16832788	8.048606425	8.262549044	8.188232064	8.166147784	8.207830216	8.067047568	8.135973596	8.024971525	8.223330092	8.286392531	8.172687989	8.153222063	8.196976607	8.230031044	8.04465108	8.166147784	8.050769326	8.056958124	7.993590574	8.1009299	8.140110975	8.357593455	8.067047568	8.293929752	8.161981483	8.142405299	8.13189353	8.148978419	8.04465108	8.153222063	8.18604687	8.138037555	8.179503046	8.111679769	8.207830216	8.011119955	8.203344335	8.221276069	8.166147784	8.161981483	8.142405299	8.262549044	8.103012025	8.121790664
"hsa-miR-626"	8.35202218	8.188232064	8.232521744	8.16832788	8.274433065	8.260167348	8.330800429	8.354864319	8.196976607	8.251152077	8.35202218	8.309389846	8.291465945	8.225719633	8.439665353	8.469953976	8.288862395	8.343767361	8.113796297	8.328202414	8.221276069	8.306767506	8.272207614	8.251152077	8.288862395	8.148978419	8.304386059	8.286392531	8.161981483	8.410012776	8.223330092	8.119746907	8.170483686	8.459520755	8.248808724	8.210039475	8.39765214	8.343767361	8.28385675	8.13189353	8.335837456	8.480271555	8.175237344	8.383007753	8.148978419	8.330800429	8.296497664	8.210039475	8.207830216	8.248808724	8.291465945	8.223330092	8.328202414	8.330800429	8.205624859	8.179503046	8.267261416	8.28385675	8.325614591	8.25566077	8.306767506	8.371256537	8.153222063	8.248808724	8.257993187	8.32287704	8.293929752	8.201075382	8.253225288	8.343767361	8.346772521	8.267261416	8.335837456	8.219213183	8.16832788	8.325614591	8.166147784	8.36858789	8.142405299	8.214516978	8.260167348	8.260167348	8.36858789	8.36601972	8.293929752	8.201075382	8.43299539	8.105150603	8.274433065	8.192473048	8.221276069	8.251152077	8.113796297	8.28385675	8.194835792	8.333341581	8.216992779	8.246436975	8.190209079	8.212164131	8.311921538	8.304386059	8.216992779	8.32287704	8.201075382	8.201075382	8.269755539	8.159576858	8.088591865	8.439665353	8.188232064	8.239614163	8.190209079	8.06305284	8.32287704	8.40686499	8.210039475	7.977852079	8.203344335	8.125674324	8.251152077	8.274433065	8.113796297	8.246436975	8.183935474	8.103012025	8.183935474	8.413304683	8.299161557	8.274433065	8.235183504	8.246436975	8.274433065	8.293929752	8.172687989	8.207830216	8.25566077	8.179503046	8.260167348	8.183935474	8.198853653	8.291465945	8.335837456	8.413304683	8.203344335	8.410012776	8.241744509	8.227698249	8.14469163	8.257993187	8.311921538	8.225719633	8.253225288	8.335837456	8.2814769	8.269755539	8.246436975	8.046540047	8.151142517	8.32287704	8.26489571	8.251152077	8.146872702	8.279031749	8.304386059	8.309389846	8.241744509	8.276636012	8.26489571	8.161981483	8.286392531	8.36858789	8.183935474	8.194835792	8.232521744	8.094928641	8.177429505	8.196976607	8.394981005	8.230031044	8.205624859	8.2814769	8.179503046	8.309389846	8.272207614	8.216992779	8.201075382	8.166147784	8.253225288	8.257993187	8.330800429	8.456133547	8.40686499	8.286392531	8.243953746	8.210039475	8.267261416	8.192473048	8.198853653	8.138037555	8.248808724
"hsa-miR-611"	7.842546728	7.842546728	7.983484028	7.89998465	7.785505717	7.910993351	7.852559005	7.906501573	7.846448462	7.800531461	7.775218658	7.90219065	7.947116605	7.800531461	7.872692463	7.793358889	7.806494498	7.842546728	7.83136935	7.793358889	7.800531461	7.821844366	7.934736967	7.849420491	7.826919393	7.738267487	7.838750034	7.888174055	7.800531461	7.83136935	7.821844366	7.838750034	7.811823636	7.852559005	7.838750034	7.855787502	7.877919577	7.806494498	7.738267487	7.904536924	7.826919393	8.009002842	7.955686397	7.821844366	7.877919577	7.926020415	7.761099127	7.888174055	7.846448462	7.811823636	7.906501573	7.846448462	7.86170469	7.864652859	7.908667027	7.8353294	7.811823636	7.838750034	7.811823636	7.8353294	7.838750034	7.882865801	7.875306318	7.846448462	7.864652859	7.932681929	7.86170469	7.867419229	7.895523686	7.89998465	7.893139113	7.761099127	7.930378153	7.875306318	7.775218658	8.038738245	7.821844366	7.793358889	7.864652859	7.875306318	7.793358889	7.895523686	7.738267487	7.775218658	7.738267487	7.882865801	7.761099127	8.026997658	8.140110975	7.890601342	7.872692463	7.852559005	7.793358889	7.775218658	7.846448462	7.858519559	7.793358889	7.738267487	7.938696758	7.793358889	7.838750034	7.775218658	7.785505717	7.959859182	7.88055758	7.826919393	7.775218658	7.88560088	7.738267487	8.119746907	7.877919577	7.806494498	7.738267487	7.775218658	7.888174055	7.806494498	7.775218658	8.383007753	7.811823636	7.775218658	7.849420491	7.852559005	7.775218658	7.913229251	7.806494498	7.8353294	7.904536924	7.738267487	7.8353294	7.88560088	7.846448462	7.800531461	7.838750034	7.910993351	7.838750034	7.985601035	7.846448462	7.940642142	7.806494498	7.846448462	7.800531461	7.775218658	7.821844366	7.793358889	7.761099127	7.908667027	7.761099127	7.761099127	7.811823636	7.867419229	7.908667027	7.806494498	7.826919393	7.793358889	7.83136935	7.923988908	7.793358889	7.906501573	7.811823636	7.890601342	7.942913443	7.775218658	7.838750034	7.793358889	7.800531461	7.842546728	7.926020415	7.775218658	7.864652859	7.821844366	7.811823636	7.806494498	7.738267487	7.738267487	7.83136935	7.855787502	7.842546728	7.838750034	7.997465746	7.817542512	7.811823636	7.738267487	7.821844366	7.761099127	7.858519559	7.775218658	7.842546728	7.821844366	7.806494498	7.800531461	7.89998465	7.8353294	7.826919393	7.957782684	7.738267487	7.849420491	7.821844366	7.846448462	7.83136935	7.821844366	7.855787502
