X5473 X5196 X6403 X7066 X22915 X2151 X5265 X64805 X7042 X10125 X7043 X11069 X2149 X2 X7450 X54331 X408 X2791 X5175 X8503 X5154 X351 X5155 X5770 X6915 X5590 X27154 X207 X5908 X801 X998
TCGA-A8-A09X 3 10.4871029249619 15.6731672003701 11.5186937957219 13.8061129925945 16.5247407770173 18.2931909645872 14.5158369528365 13.7363810131562 15.301192752492 17.6514198098155 14.1474146055634 18.4829682685267 21.899722818322 18.4995185648847 15.9687734526587 16.7036223271693 17.3991199087257 19.5544433799054 17.3103732544935 16.4022373867429 21.3087544053636 17.5505486749649 18.4876855134142 14.5557254458251 15.9183765602944 18.1270572332212 19.5280231809819 16.1795523703638 20.5518614110692 20.9747585832718
TCGA-E2-A1LS 9.56055472797366 9.80157463088506 13.7017867643762 10.4540389326303 10.6936002525531 17.1858684730204 15.5428622122644 11.6297554655399 16.8023608051697 16.4560477060077 15.458049378214 16.2610740958838 17.9301826625567 21.4433849605722 16.2895648627348 14.543175190137 15.557361330759 17.4944880931193 17.9718842305434 16.1513140861844 16.7593930168521 25.0005181835954 17.0540542085437 18.5433754860324 14.7193675437929 15.0174780169867 17.5880315708181 17.3852820255023 16.0827812892655 19.3927130610336 20.8420045878725
TCGA-AC-A5XS 3 10.6599485412069 16.5124832220802 13.1186546950751 16.0578593232876 18.2737254721603 19.2470057541476 13.9142818778973 13.4684744951557 13.5179748703166 17.9822627653876 14.7141993908177 18.8399415491077 21.2198986483314 19.4610605727888 16.0596114763223 17.9254951457549 18.7644516265209 19.6018752825018 17.7545293694007 16.3150439740775 20.9156125366169 18.2335075040016 18.9417403181963 15.3142502948787 15.319312540844 17.8235869845617 18.6955158887244 15.8730552196997 19.9804263201704 20.2702162948183
TCGA-AC-A23E 8.81311254452682 3 9.68403430439954 16.0973762186807 12.8539716888301 16.1712638884788 19.0838614058945 14.6379816276624 15.3544017139024 13.0184571466481 19.1217281674643 15.3215681493243 18.8168701334378 21.3340620586336 18.5440458612484 16.3287515731181 16.9593854729981 17.5010909681644 19.0937962050053 17.0623786655485 16.98372979892 22.2370355084655 17.9477140731012 18.5620586587973 14.8497183199539 15.0607555584057 18.1511454866675 18.2925182446935 16.5039172145969 19.9199345783104 21.1093398152091
TCGA-A8-A06Y 3 3 14.2847888810429 14.1959375266509 11.3794971824879 15.6876729359939 22.9716467082711 11.709096351024 16.2143856913547 13.1517702987742 16.1930405350467 16.0226855374769 17.394069054508 20.0316303513695 18.5164115586938 13.8549752914049 16.4323407939454 16.6974528665343 17.8728242364339 17.7557298448163 15.9969222119558 22.2241478795346 16.8775635060624 21.4406099978952 14.4200522807452 15.045216437122 18.0871440783011 18.0838241701246 15.7280015808098 20.6926657146222 20.1343750132456
TCGA-BH-A0H3 9.82827633507087 10.0696987304443 17.4494740721055 13.4396284398516 17.2210541737353 18.9621039717311 17.5942543716082 14.1100909401887 17.5470058324399 14.1164073926095 19.4416600341459 16.5680795526142 19.3885971379485 21.9232094782297 18.9990345934752 16.6241078100448 17.7885896348343 18.1571181825663 19.6302688077641 17.9444463297509 16.8037023055768 22.5351191943043 17.6890198487294 18.3893284068618 14.427676607215 15.3058979810931 18.2112891116763 17.9201764837384 16.2307246179168 19.6763532417929 20.8854298074233
TCGA-AR-A2LJ 3 10.5432286987815 16.0845176175639 16.2546012978579 15.9179805202844 17.6228200882272 18.4513934251812 13.797021140824 14.2186337993247 15.2850917054713 20.1826361056805 14.0140108409649 18.2733643306803 21.8588958888195 19.0355217007129 16.2538522684097 19.3872906259803 18.421558944689 19.2732541161768 18.2930164563181 16.4218778451092 21.1464434971342 17.7978949218036 18.5136565170553 15.0947923816591 16.4928692848253 16.7650092701695 18.6888558777186 15.381362634014 19.5678380626708 20.8804196980243
TCGA-A8-A06U 3 3 13.9734968711383 14.7739788247971 13.3465406060469 16.6113104868904 19.9763846726406 13.3497114989863 15.2487998077611 14.1034674912176 16.8593481542125 14.0891257336487 17.7438037053139 20.3768569554992 17.6931485490211 14.8357868065591 17.7068844013414 16.3087343765501 18.2662823491878 17.6916671797441 15.8201593015092 20.7385687594261 16.8925655959527 21.3020531788702 13.6170376441726 16.2019288064592 18.1142956983405 18.5108323408477 16.0240368224776 19.5561437885511 20.9581039335807
TCGA-D8-A1X6 3 3 13.2165637493643 16.135388615662 11.9247815498175 15.7506735922942 19.6762587652469 14.4513766013275 13.2069315532572 12.8780972499233 18.2235885356425 13.0517876990248 17.3803492441109 20.4912436233717 17.1152053976554 15.3439959327127 18.2042274526912 16.3766470371761 18.3142048106411 18.7680261357404 15.1569332072174 20.8897970048146 17.9240034534215 19.6039187872934 13.4365202840205 16.3312519304358 17.5218268242332 18.4056278844953 16.1353790584849 19.8590922735331 20.6700866150636
TCGA-A7-A6VY 11.2991255534883 3 11.3901443842014 12.1388047488258 10.206300250297 14.2888427385506 19.2449515758743 12.120255004396 16.2232712114139 15.3361317905988 16.7377625965102 12.3985315644287 17.3199537838372 21.3865431968733 17.5975014760736 14.7757082509365 15.8985543951341 16.4625430040574 18.2818219447831 17.2435328723051 17.6700389154478 22.7439305967144 17.6597135487692 18.9590099340372 14.7419403911951 16.2239573022691 17.5715391981434 17.9597956854576 15.9594232047201 19.550748418252 19.9987179782398
TCGA-E2-A15O 9.22430844927085 3 14.8428754939948 11.3728739059494 11.0715725896189 16.9793722597584 17.9754300318808 12.2881115949263 13.9640973715169 17.2220508785553 16.9259292498284 13.6362970602879 18.2794652666132 20.1676560897265 17.6209792861903 14.4056508290815 16.6219903271031 15.8581120190568 17.8538634599462 18.4338071834729 16.3150382896272 21.5374333030529 16.9835471232778 20.4256888468355 14.707118766372 15.4765835870634 18.0691064468644 18.444365638932 15.6158747137315 20.0188821645735 19.7409939501579
TCGA-A2-A0CY 3 3 3 10.4058679815081 8.49005260822351 12.314047939931 19.1148020021353 9.45667309270454 11.7281210915561 10.640718406147 14.70355069498 13.1887174707204 15.754222117604 20.5578832389705 17.7069218170791 14.2469059802781 16.7945956724522 17.3817866876986 17.7539009249683 17.5625845080791 15.1519028452227 22.6009700876558 20.3144067968674 18.8841409955301 14.8074633026654 15.5416562412933 17.1457019150979 17.8535004770008 16.0434814930998 19.4441836612783 20.9845937352628
TCGA-OL-A6VO 3 3 13.5728143952141 10.102511054234 11.6583048318854 13.3115605528127 17.1510654052155 11.6409112988956 19.3865793537501 17.8655925943893 16.0872037328342 15.3456436942998 16.6020146597475 18.7837675608281 17.2989867431399 16.4931050511402 16.1255188276734 16.2384749551619 17.5029172421616 16.9014910574795 14.6440139499673 21.0607477485617 16.4462588767367 17.9857156936465 13.5484671526276 16.246397571948 16.5879914046605 18.2666512392227 15.0221670806966 19.9239858528318 20.9304623143099
TCGA-A2-A0CL 10.0164213303592 9.26747918814635 16.491287185927 12.3410191317624 16.1119284319993 19.6039813633834 18.596414824352 15.4598690764398 14.3857551421239 16.8110960144294 18.8494001624853 14.2117203801077 20.6378372890135 21.9180238832429 19.811277570605 17.1012581174399 17.9698156549136 17.7828034090835 19.7983371619185 16.8624939817736 16.4279236413577 20.8918768157304 18.7336346968273 19.6326106908093 14.7677684033662 15.2034483946225 17.7062667517126 18.0467440617715 16.2070543355124 19.7448449056397 20.6490138333588
TCGA-AR-A0TQ 3 3 16.1096403470182 11.7390896479033 12.7659130891857 18.9951502587484 16.6883294401385 12.3446485526874 14.533318919603 15.4856237270771 18.6380746865976 13.5928509048622 19.1805053128111 21.2516744030578 19.103446556312 16.0452383448183 17.3399995594582 17.0442163587789 19.0407977046174 17.3938696707535 15.9742630571476 21.9359025501213 19.9801696006553 21.0741343043471 14.0520601381188 15.6691374450871 18.2115153340691 19.0392682921445 15.8688607359559 20.3191151321874 20.6393680035503
TCGA-E2-A573 12.9381773536187 9.49573709430218 13.9721405964392 10.8213297312489 12.1257041144395 14.0836829129885 18.1999948863441 12.3194461744173 14.1628453715147 16.2940726802126 16.4597321324743 13.0696719478412 17.142378960772 22.0969797115334 17.2661162827257 15.8104710657447 15.5155886785862 17.2259927620981 18.4432268124847 17.4539269825157 16.4370448813521 22.2326441193269 17.7069523738586 18.8787422557992 14.8707640132675 15.8951329119774 17.7596200099292 18.4749845327262 15.6818948134316 19.7760657603883 20.7932650791447
TCGA-A2-A0CW 3 3 14.6283763336356 11.1214725551738 11.8317837613757 17.0145012913813 16.8852118678858 12.4830459187765 13.0626784135747 14.0008206893811 17.1722474420803 13.9051781171684 17.4795235761544 19.9826715442607 17.6802385764661 14.2670144641222 18.0266508837077 16.1994027439189 18.0255776620082 17.1398768366084 16.3452367967385 20.4389206511542 18.8912066740465 20.8959575397968 13.8944977780058 15.6445973477688 18.5036355357394 18.427225448273 15.1513211552153 19.6365097798822 20.0973579292257
TCGA-AC-A3EH 3 3 14.9929187508239 16.757828962455 13.1745236935926 18.3270964266926 17.146357058419 13.7626925907712 17.176028015869 12.2819341729711 18.9433868696014 13.8129987938429 18.2682834795768 20.4147505400914 18.7993003439605 14.9110822713652 16.5078190644812 16.4564564999283 17.9451861094823 17.4152215581469 15.5767905530826 22.5336407588473 17.8953613446699 18.7404977039681 14.5011747262746 16.2381634370929 18.5238964583249 18.6432625518494 15.9131188994475 19.6091110193218 19.7622220279
TCGA-A2-A3XX 9.0092436979092 9.24915699952773 14.183894027499 10.3813744549181 12.2717872124055 15.0871724932241 17.5674756610575 10.615533554481 16.8944835395799 17.3989747019004 16.4238761393995 13.8694290178015 17.7523398859676 21.215000992397 17.540168212438 14.7722817467455 15.1522939237256 16.7924811261385 18.0281523732144 17.3849275402235 16.2405380465419 23.6487698920915 17.7034105240429 19.1511057991122 15.1556120050131 15.9319963103413 17.3666313791834 18.4555181050168 15.1728458598459 19.4170235752294 20.5447161187265
TCGA-AO-A1KQ 10.4818654904531 3 13.9287675622796 12.6980370697265 12.2849371229134 16.5340491469269 18.3470544793906 12.2675282929077 13.8545328621574 18.2416479919596 17.4962758150486 13.5664302537464 18.0416990352058 19.9329204581442 17.0383509024703 15.4941266816725 16.7415125360182 17.887447709769 17.9265057468517 16.5634463738192 15.6195522477613 21.631168021807 18.4710202076639 20.318408338812 14.5308272331188 15.3146412979731 17.2785754906617 18.1454749273546 16.0100618232622 20.0512055041684 20.3750215550077
