X8342 X8359 X8354 X8290 X3018 X8337 X723790 X8468 X8370 X50511 X8338 X8334 X5932 X4001 X472 X10735
TCGA-E2-A14Z 11.8405239593088 10.548383528823 11.7314243456248 3 3 3 3 3 12.1251249826177 10.7374373887458 15.3482875050262 21.3866013370323 17.8161555104775 18.9109023370894 15.7721894732043 18.1883730925425
TCGA-A7-A5ZX 10.0677136735204 3 9.95921282141435 11.7240889010767 3 3 3 7.42941447319206 11.3465237358387 12.3150436426796 14.1937770348778 19.5413877099217 18.3873230404981 16.4221376053606 15.7936308911631 18.2022898389564
TCGA-3C-AALI 12.5344894831262 10.8271545901357 12.7468036231276 12.7828979916643 3 11.5942279319343 3 11.3004936399152 15.2103302465536 9.22288371524925 17.9418489866963 20.9621470832623 16.897149933587 17.9797286844059 15.4879283586633 17.2078093690676
TCGA-AC-A2B8 9.37291225928042 9.65800123629014 10.2555240747244 12.0219309024153 8.81785986331826 12.1528485459975 3 6.76922535471959 11.148159278806 11.5220769626405 13.8460616776209 20.7361604468249 17.8561526860166 18.0972020356709 16.3233224059918 18.6287685223424
TCGA-A1-A0SB 3 3 3 11.4764731798247 3 3 3 7.58886750962106 9.52462169249613 12.8269223568875 13.1912518065857 16.3462480283205 18.3513136399758 17.790631846318 16.2146686266738 18.8005413458969
TCGA-E9-A229 9.50804033511037 3 3 11.4818248135834 8.95224852206099 3 3 3 11.9501119564441 12.0483672519144 13.7072091119426 20.3512482632356 18.8587661382723 18.482306113125 16.0310468635452 18.475256312331
TCGA-D8-A1JC 3 3 3 10.6004500973411 3 9.83000195526802 8.80442484405707 8.27103379919205 12.0472131698529 11.0649672954256 15.6327526204046 18.0516944969063 17.1317516865808 18.6364575127108 14.8017120891522 18.8051971025769
TCGA-A2-A0D1 13.5391322768735 12.2438264210328 3 10.042973450264 10.8113306722627 3 3 3 10.6605511153225 10.3698096864523 16.6745146000074 18.2851410368665 17.8284864074106 19.2864465423064 15.4757075872063 18.2345490886013
TCGA-AC-A2QJ 3 3 13.0812642810335 3 11.8920098048682 3 10.3105639825037 3 12.6568055301327 9.143758824714 18.2430962619499 20.0713786263486 15.3707115054632 17.2084536029721 14.0511054754891 16.3786526604133
TCGA-A2-A0CK 3 10.3689267209896 9.97410111086974 11.7390618772449 3 11.8699272695715 9.52180982640784 8.41019559672131 12.2979861953092 10.9187221400835 15.4308230203353 19.6074655006245 17.5738835535404 18.2959171337574 14.4552615788843 17.9319037920722
TCGA-AQ-A7U7 10.0058792230018 3 9.89741543151922 9.67257657360283 10.4396007960443 9.48380530195858 3 7.37005756213979 11.2844103228326 10.9931071044898 14.9612888264204 21.2330012718812 18.9782072385707 17.9293284757089 16.8008829678912 18.1440079763127
