X84618 X114 X8382 X7498 X111 X5169 X956 X9060 X93034 X4881 X5136 X196883 X5153 X2987 X3251 X9583 X5437 X87178 X56985
TCGA-C8-A1HL 9.00662855380364 3 14.8270447261008 12.294024437758 13.9819601820578 12.600877922651 12.1375135291909 16.9260905290897 9.73394524352398 15.9578036851938 15.2086847114346 15.6599559655402 14.2130914767416 19.7676514039478 19.5687634767596 16.6787998054932 19.2358083300969 17.212568071569 16.0421762164817
TCGA-A2-A0YF 8.03961771594999 6.68310606124205 15.4460129128929 16.5288731726676 12.437333244637 14.6720969067329 15.2952916975749 15.7066401750044 11.8499953212744 15.1366688837373 14.5371162463463 16.9242057193111 14.0709687908562 17.0968695182123 19.3472058361144 18.4044240936973 18.277373003919 17.5428420987393 16.5828441841
TCGA-E2-A15J 9.41724475768258 7.61637788924084 16.6017013301735 14.2157894554132 12.8828423933526 13.5324939854749 14.3591049472828 18.8145180564221 11.3110533046865 13.0958099339217 12.0591707454282 13.7977929534277 11.3498566493158 19.4614394748331 18.8676777041425 17.1279278284488 18.639943612091 17.5110787473587 16.7244765954471
TCGA-BH-A0BW 3 3 9.57804772602054 15.6621042909576 12.5995235539737 12.8826216802194 12.8793662442438 18.2439400487954 12.8976842033738 15.3860866230594 12.1811136048204 13.0430818405631 13.2003282420988 18.6197185727938 19.0546552974778 17.0586761874136 17.6327816090786 18.5771154684475 15.5978119681827
TCGA-A1-A0SJ 3 7.10504225651548 11.9827187635763 12.9904971977686 15.9665841414674 12.9415594424953 13.8667595358688 18.8363753179283 9.93270773878995 16.6936056301303 14.7351675404728 14.9179564001314 14.4034380877592 19.7995852733361 18.8925826329508 17.096877178118 17.6889542228015 17.2683263846777 16.7532044794276
TCGA-A2-A0EY 8.41674224477362 9.55406642718453 14.4313990553144 14.6223490528587 17.0380979177538 15.4603073185909 16.7871468154885 17.8844245237964 10.2439081830693 14.8470657864984 13.4397363133385 14.2659691945051 13.388789375757 20.0932513555381 17.459091684863 17.815350278156 18.7070381842531 16.9522285762535 14.9731390643717
TCGA-A8-A07R 3 3 8.10453503255489 12.7940812374085 14.7296215277156 10.1796242887294 12.0317820172656 18.5158065614115 9.79735536957194 12.14969385443 10.951060869128 12.3438106321253 13.071606993898 19.8160865738276 19.866211048976 15.9644388225305 20.1579158843929 19.0758294417793 15.7842799507999
TCGA-BH-A18G 3 11.8377013413036 15.9246566703335 21.3988524566342 10.6091221824642 10.5529967086332 14.8082866611729 16.4567007323015 3 12.6416538182902 12.5726436790606 12.1085019738147 12.5299452698693 21.0449761860621 19.9553189472231 17.5768419358866 19.4894982990451 16.8830012073508 17.4256656438652
TCGA-BH-A0BR 10.2631170736716 8.59198540090571 16.5879539979878 13.7997936427621 12.7550984642029 16.2195675134181 17.4911079834382 18.3903443355145 11.5244464894809 15.4382974308409 14.3404378664239 14.6803114331797 15.382100112936 19.6517353745041 18.5536175194028 17.3775935458964 19.2350244998318 16.8041328041648 15.5872332832593
TCGA-A8-A06N 3 3 16.2901993573432 13.1439831808036 18.4229453233658 13.0633281538581 12.8252525985342 16.2217874542469 9.68615232562672 13.8955385002124 10.849765185961 12.8153765503578 11.519509383567 18.4908745945146 19.2342963382158 15.7314927368111 17.7915171130307 17.8643957624137 15.6154696270026
TCGA-AO-A03M 8.04823772013423 10.2285724101007 12.1428832235753 15.4119201137577 13.4451754858817 11.3670055374164 13.1956588559679 17.9731733857952 10.1654005196536 14.7736812572148 12.8316718463213 13.6233171950308 13.1472916888245 19.6647883224632 18.3129649200997 17.401997592377 18.1655811820246 17.1068987751227 16.1165655050936
TCGA-A8-A09X 3 3 11.3053647159187 11.5539887677914 11.8532877891824 13.3797905828967 12.2887636698769 16.6215013098442 11.2206319673501 15.643410656128 14.3206612926632 14.4440487023638 14.7855519219452 20.2221610196915 19.3684064313358 16.648105981051 18.3269945980465 17.359591519698 15.7632323326355
TCGA-E2-A1LS 8.93827015524193 3 16.2543452246986 17.0143536944925 10.0104778343124 12.4273142847365 15.480774767041 14.1511498663183 14.2464032971588 13.3394371787421 14.0809690620087 12.9210252370856 13.1664704516336 18.9924012276769 19.8689633948188 18.264855930811 18.5472666604364 17.2490531556345 16.3195474747824
TCGA-AC-A5XS 8.80480424527703 6.48484964668406 15.4553599182022 13.3327051912337 15.8476539730536 13.0349682325106 14.3552712089123 15.8326240004206 8.95358326080673 16.4324776254081 14.0272794500471 15.7417327199179 14.6037994768067 20.7752223628124 18.6448010993505 17.2849138648032 18.7420759290423 17.3959166762183 16.8877306951061
TCGA-AC-A23E 8.19647235297361 5.93053066305973 16.376072148279 15.6638238036653 14.3317943446397 13.7037396434322 14.1531769123321 19.2921733070794 10.0195356019133 15.5410184328849 13.8724443755222 13.2112853956307 14.5492318331772 18.6040482069154 18.863452785126 18.0428883079069 18.1381005704695 16.9155088765276 16.405037674887
TCGA-A8-A06Y 3 3 16.3128183316596 11.9567788878456 11.202888214266 11.4827967638347 17.6006890806378 14.7293964716517 11.050891194285 15.2712151385754 12.8888457961337 13.4612883342585 12.5235774941101 19.5331928191791 19.4845244950219 18.5173266547239 18.3017251812652 17.1968525513562 16.2867919186396
TCGA-BH-A0H3 9.78300709781043 7.41043696017499 15.9803912727095 12.1325977781172 14.2964334471033 13.3747119595254 14.0972915208798 17.8401480870745 10.7353395477719 15.8808426067682 15.7980655561667 14.9887472858431 13.6414354682648 18.8255362818872 18.6185697287596 18.0351490796 17.8303552291563 17.2283297933294 16.8426582475273
TCGA-AR-A2LJ 3 3 16.2914872676301 12.464233403888 15.2919547202074 12.21016901191 14.1134210293542 16.9117000318156 7.86322915709689 16.8734137377237 14.5275798686818 15.4275004877649 16.1768998467476 20.7124444019388 18.3812057280979 16.5142309789074 19.0364752722749 16.4884257334669 16.5716500766784
TCGA-A8-A06U 8.57252755454453 3 9.76557509588392 13.1072473801239 13.2545484136496 10.439404257333 15.2236407740328 18.0619680194449 10.5085393428518 13.8822143412693 12.7440911789438 13.7107951921151 12.593889243274 19.246719411667 20.1990638253488 16.9615660430344 19.5681259059473 17.3598853031831 16.3763895408948
TCGA-D8-A1X6 8.03399965877564 3 17.7619397816821 7.91273935981236 19.4056995389958 14.6862526189127 11.7107038618816 17.613661829694 8.75260379145236 13.8583127366459 12.2059191769467 13.922307603071 13.3265874185846 18.9781244736373 19.3778145051979 16.0177960288963 18.3485704253499 17.1001141296873 16.8994669434505
TCGA-A7-A6VY 9.35964602003167 7.56050651165988 13.6575658716564 17.9119964562856 11.7349106440002 13.3519937195693 13.3829555852953 16.9164696918921 3 16.8541793542121 11.2253899583256 12.7262246295516 12.7800231856332 20.2834625354983 20.6772527738511 17.3353210674211 18.0057012926159 17.7036623100099 16.1721659353657
TCGA-E2-A15O 8.60420893066286 6.29982309498683 15.7982727447962 15.3072591984968 14.0397662589204 15.3519732577479 12.2206384272424 17.7587540608172 9.73916191553805 14.1536246990304 12.7061006326327 14.3018935534112 12.8698432573105 19.2170037672109 19.350037791655 17.7210431855939 17.5978430746863 17.4209000591519 16.4216396792113
TCGA-A2-A0CY 9.20767792323217 6.8619272367126 14.7493070799191 11.2051765603926 11.097425792768 12.5880944236047 16.5785448693945 19.1458482555702 9.35708417531316 14.0893644289244 12.4836704379909 13.0105475710051 11.8677908293766 20.321388675439 19.7239299367057 16.3738653584947 19.359338449411 17.2635361361624 16.2970410187095
TCGA-OL-A6VO 3 6.96432182902543 15.0993573500159 11.2129471818956 10.550578001254 16.1214149423406 11.1582406525901 20.5839547500941 9.78413106380994 14.7107082611594 11.8315399179472 13.9605254996745 13.5711753191435 19.7968623181769 19.0446067001578 17.1132988906146 19.222615530687 18.7976851331608 17.2362775616482
TCGA-A2-A0CL 9.39187779398495 6.1217561373363 11.8511222991175 13.7291679867489 16.3312452523855 11.6114227112565 14.1891137659408 18.0756848778008 11.0549432440127 16.31234027543 13.8840001278406 15.4416915761226 15.3046496392116 18.9225588415375 19.1192078638366 17.1725177313228 17.8073605885757 17.8904097934148 16.4252999086202
TCGA-AR-A0TQ 3 9.58900184484269 10.599173749083 12.860992952855 18.3946999746703 10.7219885796581 13.9845599772259 16.5219309967511 9.34200813297525 15.6439073867151 13.5235142086399 14.7744960195787 14.8351842425504 19.1330484132802 18.9221465032989 17.1088074578395 18.0880043046895 17.8457565000874 16.4107324970139
TCGA-E2-A573 3 6.32805141719669 14.4134563194581 16.9050580325744 11.7959336086137 13.6900581594098 12.1335289365122 17.3692787784604 10.2260780591162 14.4072992058231 12.8878398834388 14.5480859973649 13.6692454547847 20.5089778854021 19.8038680253201 16.8983960568105 19.0486107892347 18.5574491541338 16.5117383967928
TCGA-A2-A0CW 3 3 14.6679783942689 12.2985894332614 17.6029678463056 13.2203048572779 11.8563339205582 16.7452018611226 10.650484405316 13.7057026165866 12.6537725332033 13.6317543412549 13.4106773516961 19.7324022264298 17.6927072427818 16.9645511079453 18.9262116631835 17.9623816729731 15.0897682577472
TCGA-AC-A3EH 9.41817827858205 9.3125050199229 13.1977664094525 13.1252497824775 18.6229248514066 13.6132388101219 14.8851020826811 18.3244166743811 10.023126964419 14.1740625677284 13.4042480663257 13.7654797352106 12.6536672498689 20.1099755356636 18.2556172877871 18.4837582443745 18.7751027688387 16.0224254352635 15.8178545716027
TCGA-A2-A3XX 3 12.0996876806679 12.5682973097865 12.3034557073142 15.4685612658706 11.0736972143202 11.0793504270017 20.0294525383521 10.9057274909016 16.7517488011879 12.4881704362082 15.7136624537832 13.6456359459018 20.510602503725 19.6157261952194 16.9224876467936 18.3086335137585 17.7120364358609 16.1991620370782
TCGA-AO-A1KQ 8.86804711272786 8.44767438500349 16.4146966411268 12.1533788255657 10.4922566134228 13.4758296410931 12.5265405091389 16.222403563215 8.03904531127951 14.0340042845054 12.5013233009762 14.2957416742637 14.0268509409414 20.0452525991643 19.5842966904955 16.9515722418479 19.1504703740803 17.9335308835338 16.6203375686123
TCGA-BH-A0HN 8.97300256204185 6.64145401190871 17.9084555448396 13.5036673192838 17.1051434270427 14.4966418454898 15.0673339595958 17.3465553442705 10.9145482266074 12.9649804056465 11.7969233691403 13.7291791654178 12.5089243252909 20.3075395599231 19.8037025387325 17.600820907658 19.5436638476858 16.8411188449051 16.3949986373742
TCGA-AR-A1AR 3 7.08817332465661 13.5285222849193 14.7017288765666 12.8378555470621 10.5008509784635 12.6854369401715 17.9575296765363 12.4575282117953 15.5158569994058 13.5607398788243 14.2537010580708 15.8186904916584 17.9316093932768 20.0203642675097 17.0710572952195 18.3795210745345 18.134880870816 16.5362657111735
TCGA-AO-A0JD 3 3 12.654056209865 13.1822371548958 14.1237627368865 11.7996891189764 13.8294624606804 17.5983232160822 9.23403348359332 13.7543327200385 12.3931106088635 12.8044861659564 12.9163296173419 20.2307546688454 19.8654865070929 17.3491449131847 18.6523879801811 18.57563863266 16.1771690717071
TCGA-A7-A0CG 10.8267965002919 3 13.7276388759834 13.9709056065981 16.3032308865505 13.3177280560359 15.7339642711453 19.2815457760845 11.2982979531055 16.3182701512775 16.2852712461012 14.8814328984315 15.2590690872481 19.6243262189229 17.7038808418383 17.693161075694 17.8110675088292 16.9549336445906 16.3501789858905
TCGA-A2-A0T4 3 3 15.7270836174546 13.1720071189992 14.2139112599284 12.8214440192132 14.6556351965884 17.5357408487433 10.4686992526208 16.6351731572048 14.6079477908287 15.2746812971366 14.9065708539755 19.6554600893322 19.2898082309854 17.0540539089278 18.5184651361934 17.1648528835859 16.1832078720722
TCGA-B6-A400 8.12427546516592 8.49315540929047 13.6581391828025 12.855857445493 12.7033244016829 10.801093486255 13.9220437026297 17.9400033419886 10.1507386945758 15.1110668180376 11.405732225534 14.288969764369 13.9972241758764 19.7748290120854 19.5995468074816 17.5878233171847 19.3521001901744 18.423980879612 16.2335586678177
TCGA-E2-A576 3 3 17.1403690371439 10.5497779945776 13.0467259820726 14.294026925203 12.2177831197695 14.8071024491515 8.99348475810731 15.0988273388339 13.4255740241676 15.8382999071511 13.7922536232218 20.6054322153794 19.0036823011485 15.5656774608661 19.465380482427 17.0978167183355 16.6709608729916
TCGA-BH-A0WA 10.3427462072635 7.95230084196111 13.2895112548104 11.4144510029797 13.9016742377439 12.3062120934746 14.2382717313412 18.1308167978133 10.8836220310773 14.3725561655474 12.6033209033056 13.8912785646576 13.152255159107 19.4377120771883 19.5101459589978 17.3513772848782 18.7123095377262 17.7185089938572 16.0929966180312
TCGA-A1-A0SN 8.29955845808658 6.02295120314648 14.8655244481696 11.9679089809401 17.3160574171597 11.5425322330047 15.6331448418536 17.5280177207735 10.2307978510034 14.4087750072787 14.0208861139252 14.1691934749709 13.5030596252208 19.2080761602904 19.4052379252555 17.6459954456968 18.1771688142492 17.0975955138289 16.3094477003285
TCGA-A2-A0T3 3 5.95575978016336 14.6367150115617 14.7639594768712 12.9324848451623 10.3829913845595 12.7532280000124 16.6459055291982 8.68713774501844 15.4834010852167 13.4802210488924 16.0190830437758 13.6229082215275 18.7623834123671 19.4766220656057 16.5019798105657 18.0418005567154 17.0254871721305 15.9264471937599
TCGA-BH-A0AZ 10.8459367324418 6.5404040043093 15.3133362404997 12.7691695575951 14.2340895098003 11.0339081896782 15.3497197299473 18.0214642171935 10.3219769637988 16.1495022812914 15.1779870219277 15.2153701264692 15.7471031932547 19.3132541352655 18.6465336954483 17.5544377629255 18.1538052397329 16.8587423895166 16.6123571268444
TCGA-A7-A4SE 3 8.27503783126371 13.9246025902701 14.1815651737368 12.9867724304201 10.9761472468499 13.4782864304493 17.2897590964018 10.6989691252495 15.8031351195571 13.4140480330967 15.3607815454163 14.9390813501261 19.6061962957789 18.5782076500426 17.2870513196031 18.3761048558163 17.718819601208 16.1758995239391
TCGA-AQ-A1H2 9.53813283443415 5.74220567714289 16.289668609795 13.4800808643924 16.7979215847431 14.0218147457776 16.6868672695703 19.3172877875189 11.1384370580484 13.3017263557723 11.2614356810765 13.1714689145427 12.7930569822664 18.6607147454526 19.9067687229375 16.729404831945 18.5464229729699 17.4673493340478 17.0835351269711
TCGA-A2-A1G6 9.27243854721706 7.87478415470122 15.7789214837162 15.2538558089024 15.9146319566499 13.3742190964712 14.9809762763175 16.6434219295013 8.75391878429762 15.9294495005426 14.3403972616719 15.4505806047402 13.2729630626773 18.1979231029493 18.6359507130223 17.121001208856 17.8409171391188 17.2325934277239 16.9523336794306
TCGA-A7-A13H 3 3 15.8334201952609 14.563822540377 17.5643853425904 12.6942147766254 15.4164424585454 16.2374787455362 10.4470568302916 15.0767146862835 14.3975663339267 15.9234741641665 14.6025331405949 19.8396371945362 17.9021301246191 17.6421961401996 18.3087525804426 16.8446018406838 16.2053538602295
TCGA-B6-A0IP 8.04923204065885 6.69225137578995 15.9461775446602 14.0014596623153 15.3412365385515 12.2621701180703 15.0843643987995 15.5651960682643 11.0686148652488 14.7481333186748 13.1219149495299 14.8525289932203 13.2177971908705 19.3916318394315 18.7380989367945 17.6412598619073 18.265104974836 16.8098614134853 16.4244482773076
TCGA-A2-A0CZ 3 3 14.3697611513206 14.7355413645852 15.6262100311082 12.9152503738918 14.6419888400822 17.5370726978509 10.1259202973033 16.9401591661121 13.9817050265894 15.06622804872 15.8712477973626 19.7448548789723 18.1617733171116 16.9375229717042 18.5768861580368 16.6631097024088 16.8337523720043
TCGA-AR-A2LK 8.15402881988876 5.89268045363607 15.8024697732681 11.5026266748687 14.1276165652364 11.7313339944743 15.7829791045092 17.078662055022 8.87405476989421 13.8141103284977 13.2585939131619 13.7758531299227 14.0587699437789 19.271067468005 19.5789440231093 17.085291598368 18.2513116986958 16.6858811078349 15.9646514102402
TCGA-A8-A06R 3 3 14.2100896021428 12.607783093671 13.6508495917405 12.7580903003382 13.0256576016361 17.0210784539557 10.9877634082635 15.1360260604671 13.6871003567014 13.7832947925419 13.7857430231104 19.0462848922928 19.9363836700756 16.6678090289295 18.7723398659184 17.6439346248163 16.2729110801394
TCGA-AC-A3YJ 3 3 17.3714634810827 13.872228587028 11.3203888478177 12.6065249399315 16.2252078520422 14.6097707219039 7.12864945176079 14.7827310160791 13.3797279659688 14.7856254158436 13.5781630154183 21.1588089793659 19.6821181389737 17.9133803173943 18.9582299690431 16.7992815368056 16.5428251760033
TCGA-5T-A9QA 3 6.76996531331549 13.706254659329 13.475759498199 14.652768024177 13.5455253681403 14.1004483704133 14.0770909126094 10.0586023303464 13.9796981581706 12.2501033511151 14.0252478493081 11.7690179679787 20.4914860982101 18.7160720786979 16.7179484720619 19.1353384666332 17.9631125328993 17.1763965495068
TCGA-A2-A0CM 8.76323645684796 3 9.95843975726115 10.8192139119913 11.7370448258968 9.52587155361261 11.7208610226185 19.4889592197806 10.5956954967221 13.8739401660117 12.31243438149 13.8202148226862 13.7489238687414 19.653833857584 19.9413481986407 17.7346325439875 19.0429647795158 18.01789746931 15.9219834103761
TCGA-A2-A0D2 3 3 12.2675764282454 14.6706298115228 11.6994319089416 14.3871051817302 12.1903537339453 16.4088376377411 8.2447788046112 15.7472475941489 13.1173502712487 14.2525781616829 13.743272600603 20.1618107139161 19.9951707847682 16.6099718076687 19.5750036143754 17.3125084115484 16.5500436609029
TCGA-A2-A4RW 9.13799098350959 7.7433523787487 15.1353997930162 11.5808449417398 17.3440805543841 14.0881214300684 14.5025889518099 17.2442868530433 10.9748954524076 15.9775725029528 14.7889155431872 16.5293906291452 15.2977837399275 19.8581823268228 18.3376358775365 17.0444556193491 18.7203521685503 16.9980960261391 15.717980916188
TCGA-A8-A095 10.3173675688323 3 16.1037860245255 14.5054696271742 13.6193273475667 13.0682343570713 15.4460679720397 16.2051914809658 10.6368372459167 15.575335371818 13.7023246156574 13.7791282375347 13.6659762258319 19.2530576949749 19.1600263911058 17.7782170017079 18.0488069940367 16.971472390212 15.9440135434066
TCGA-A8-A09R 3 3 15.8647000781488 14.5293803840357 16.702005511849 11.741174700909 14.2611971110329 18.91614282847 10.9149869117613 13.9692499770529 12.5897473810981 13.7999682846327 13.4454085260848 19.5688093052547 19.3395874748286 17.3000728922167 18.0992051319451 17.3659368941146 15.7175345581515
TCGA-A2-A1FX 3 5.71882010297424 11.3877421787039 12.0802291026211 16.0437824799503 11.6569361242246 12.0093188057361 16.5556276176098 9.25038078778936 14.0474545616393 14.1880835745442 15.430774718711 13.7428229568954 19.0546455633677 19.0761134129913 16.5106996750462 18.3246687963001 17.373947097243 16.0921736887325
TCGA-A2-A0T6 3 5.92116667508023 16.2988223867101 13.4070442606165 14.7037974310693 14.0494657829198 15.5973627596208 19.5553048542777 10.4752062620371 15.9991240087445 14.8419193982534 14.5145346330989 15.2821946292693 19.1587223377326 18.0410614717926 17.1854326145568 17.4519791798313 16.9998931353128 16.5449481384499
TCGA-E2-A15F 8.64673958538865 11.7770078861413 15.2679336412589 13.6060296089238 16.1512910800617 13.9969233245363 15.1225487717552 17.6089483506108 11.4735078501663 14.4420324243559 13.8461771108666 14.0521625950594 13.121592764423 18.8269422015306 19.6212759799776 17.0993548324383 17.9942397667029 17.9448821019239 15.8032249137701
TCGA-A7-A3IZ 8.37256409066963 3 15.0334504324262 12.9250446905151 18.3190004953817 13.8666769651701 12.8010694847452 17.5157719248421 9.31426464159285 14.0198512355467 13.5319215661798 14.8166323758859 12.5788120054288 19.3100977384861 18.525914643208 16.7523761540014 17.9642795814435 16.4436870274951 16.715860087313
TCGA-BH-A1EU 9.11629967901178 7.16428505063954 16.8325117641476 14.4013683740525 15.491579575617 13.2002029546517 15.0514364763167 17.3270578958099 11.3101499535536 16.4809462275554 15.8901553651239 15.2909589099547 14.8181445398263 18.1641236082967 19.0042981006116 18.2076935634579 17.9854946040296 16.9610547486441 16.5329253687616
TCGA-AN-A04A 3 3 14.1839896851094 13.4095310919927 13.739265337474 10.1717848202731 15.4425604255336 19.0618332996202 11.4504134130136 15.1221195516667 14.0449232224264 13.9242860202016 14.6610119799839 20.0816827490843 20.3149337306563 17.4841117067049 18.6205649240128 16.6124802204664 15.9263506249303
TCGA-A7-A0CD 3 3 16.7580066176106 9.57292334827548 12.7042691921298 11.0470682728183 15.1418016025065 15.6643717308171 11.6105744354474 14.9445708210973 14.0112132734283 13.3422343791151 13.5401889704748 18.7415897435871 19.3532557708296 17.8095184735237 17.8109354711484 16.7749143053585 16.2212130095102
TCGA-E2-A156 3 3 16.7533791986555 13.8420970757734 18.155243995558 13.5288310669946 12.2015618461241 20.3275753417024 12.0945572548063 14.3279235066807 11.9702860577289 13.6500766512117 11.6561524108742 18.3424315092779 18.1474444598402 17.9197885304392 17.9153634452163 17.2970634226948 16.6598259366999
