X1008 X9074 X3918 X9076 X5010 X84612 X7122 X9459 X1012 X10207 X977
TCGA-AR-A1AR 3 9.21267356129421 15.5990396449849 20.9613153513131 12.1155590510301 16.4037052236858 14.230967486169 17.8221193539644 14.3035842761804 17.8093212944531 20.0704471681467
TCGA-AO-A0JD 7.80576239233615 9.42863018570522 16.3140126960893 18.2063913564662 14.6178647878745 17.3048841137148 13.8022961403023 17.3704069590902 14.6516407144207 17.1170279145562 20.2159383985573
TCGA-A7-A0CG 9.78644041101813 8.87174789249643 16.4039600790592 16.3133678478536 16.2150618286759 16.6643899563231 15.298106343478 17.748210020494 15.2973782212119 17.8958066632704 20.5684719974651
TCGA-A2-A0T4 8.16533326321339 9.7961484989574 15.9713795194567 16.1375583919975 15.9926587462229 17.0389579551067 17.7234879330135 18.3250919712807 15.7497893572967 16.5329032815709 20.9709591887292
TCGA-B6-A400 3 16.3256633286117 19.9080487084593 18.3047051514752 12.8473468846998 15.7550809568517 15.1725867932466 16.9292019188992 14.7176243959932 16.2796514705621 20.7758031223729
TCGA-E2-A576 3 9.76598639040308 13.4567116473468 14.6708103249087 14.6911771782425 18.5026313944832 17.3581704281101 17.1796833654194 13.7365833046219 16.54201035907 22.6652867806192
TCGA-BH-A0WA 6.72231203167584 16.3370038015376 20.9679867196414 18.7422340634057 14.9809639305112 15.1350052003576 14.0432321805673 16.5245135187463 15.2969387796657 16.8292609213058 21.0554574085025
TCGA-A1-A0SN 6.65646867822263 7.66871869733081 16.4822816493202 16.0695814970262 14.0885988708512 17.6402217216453 15.5622976227604 16.7284226782248 14.9946507728389 16.5594985488202 21.0412923493999
TCGA-A2-A0T3 3 7.59494689770463 17.7347769767006 13.991301461066 14.9273229369374 18.8614792731243 15.1620940590973 17.9952932167154 14.7092389296236 17.5750085321729 20.7858205862745
TCGA-BH-A0AZ 3 10.5178710814303 18.1598017693959 17.16184752775 15.9900383108909 16.4217765187449 16.3197965113504 17.0362336036004 16.4221515944385 17.0066460530682 20.3317672517029
TCGA-A7-A4SE 3 18.9600522798382 18.5427525808302 17.9769520990311 14.8105721941719 15.8171842652009 15.6887166144748 15.7272534257264 15.3861942288833 17.5226018588693 20.6467623565993
TCGA-AQ-A1H2 3 8.89536579047784 16.457872825814 15.6334836754929 10.783546013518 19.8732422613664 13.8070809807034 16.4586501186309 14.2338263579004 18.6056821362993 19.6517328785768
TCGA-A2-A1G6 8.15451258322381 7.66026505062555 18.8775780580935 18.1160385233185 18.1674612979445 17.9108617516505 16.2057565368535 18.1580940978324 15.5331572360319 18.2160331254985 20.1311854207059
TCGA-A7-A13H 7.53822957759544 10.3644844805223 18.2633121332963 16.9259143060361 15.7314617191477 17.4251595962149 16.6524095403119 17.3084196676 14.8551477212227 18.3705306832902 21.2826446720364
TCGA-B6-A0IP 7.91344696878915 9.95006408436492 18.1183506207727 16.7195944840104 14.5396319154126 17.9988628057814 15.3909330918578 17.9675615837151 15.1000280207468 18.5607902552345 21.2699533894629
TCGA-A2-A0CZ 8.68242152190846 11.846252568529 17.8178702062484 16.8881811522798 16.4225691713788 16.6043108001624 16.8792025709478 18.0403033303644 15.7527348328497 17.1285410565414 20.8428675582974
TCGA-AR-A2LK 3 8.49370674164646 15.6024330832642 16.5715534471026 13.3822757228137 20.1994283611308 14.243943601882 18.608181375589 14.7352895486013 17.5496771997517 19.9987383438933
TCGA-A8-A06R 3 8.81269519884387 16.7873454652618 15.3597620706588 14.2876163883223 16.2041228766879 15.0072897645213 16.0530606926263 16.4764031652973 19.4735706598909 20.4146529695124
TCGA-AC-A3YJ 3 9.2597200584087 16.2103396686929 16.1717809504707 12.448455736179 16.9821306601447 15.3856287909333 16.3964708999673 15.0029734306966 17.242550475171 21.1370467956479
TCGA-5T-A9QA 3 3 15.6782405195316 15.905881932822 11.2328175519422 17.541058477438 15.4970684897466 17.435733358601 14.6372690725355 16.2873268846218 21.3850140443612
TCGA-A2-A0CM 3 11.4109965967548 17.4781143117209 18.404015944207 12.1259198484237 17.6075826141005 14.4808380858066 17.3118297548579 13.9848933906408 17.1794248902956 20.8817411256217
TCGA-A2-A0D2 3 15.8128565866408 18.2943922969454 17.8042812217751 14.0302386809072 15.9345459457051 15.6591746813554 16.7693640288785 14.6312376532003 17.5656551916238 20.4165665136005
TCGA-A2-A4RW 8.42612057863468 10.0615589015772 16.3631622914116 14.4138844243214 16.7131436147071 16.5509910482723 16.1552686917913 17.1614590278135 15.0964001033017 17.6513108530786 20.4066344949591
TCGA-A8-A095 3 9.99001330891886 18.5741543205267 18.1846608255325 14.1983169471917 17.2346896318128 15.3176885883869 16.0279717599733 14.7441875989973 18.3673090383844 20.6993817518176
TCGA-A8-A09R 3 10.0018659898906 16.1996942620203 16.2909809730699 13.2197649988753 16.7182357155741 13.8105806810473 16.6410857822778 15.5334728091886 17.2563799676884 20.1204676520443
TCGA-A2-A1FX 3 9.59535134616858 13.8553045881632 16.8357048401408 14.9899223644325 20.0014921082282 15.7928262628567 18.9961274318545 14.4476358108978 17.2967578526333 20.8544764065021
TCGA-A2-A0T6 7.48645047694903 8.52585403937928 17.2951005039583 17.6985127027585 14.105613903289 15.6276016169191 15.5755983956282 18.6496224737029 15.1270896852703 18.3912266844328 20.5731226182572
TCGA-E2-A15F 3 10.29717955102 17.9843975455797 17.1129500933623 15.0698518861799 19.4811682348853 12.9652432244936 19.1670679209155 14.7609238154566 18.161538243687 20.6586601114236
TCGA-A7-A3IZ 8.23588848852494 7.74070676871679 15.5992077061088 15.2332944910264 13.1963431706125 19.8675854417909 15.2456367265234 19.5788072812023 14.857829395408 18.6866972103083 20.6299066763477
TCGA-BH-A1EU 9.12790776173897 3 15.9619912964359 16.5597488757262 16.1658845301402 18.3195891414462 15.9279289273431 18.5520885584441 15.2795507018359 18.1851129194123 19.8627639295058
TCGA-AN-A04A 3 10.0691501776495 20.3727314475111 15.8639879076729 15.1902960638023 17.3081682127442 15.1960077072992 17.5018874721309 16.6887907530051 17.5012994695305 20.3053300457649
TCGA-A7-A0CD 3 9.05322582112102 15.3374732755157 15.3085270696026 13.8227157394119 19.5576550186214 15.3219926679228 17.9810238390187 15.7395070060526 18.8386486124138 21.1501973141677
TCGA-E2-A156 3 8.85467886901826 14.2582746476533 15.9348554666017 10.8487782349844 18.44992119118 14.1725531772559 17.8247646490334 15.6120785234751 18.3676350152352 20.5181902594309
TCGA-A2-A0D4 8.84465691862542 8.91699371120425 15.3302307987126 13.5470340795033 11.9758755449377 19.1046148304293 15.8124406753571 16.8707728487902 15.4791610140754 17.5142764567643 21.4159245091014
TCGA-A2-A04R 3 10.3905298967374 16.4380483132909 14.7112907916401 14.4039769906179 19.7761336200255 15.0845323382738 17.3633390598845 15.64503017188 17.090651285789 20.6556354489862
TCGA-AO-A0J4 3 15.2469260275613 19.8618223413422 20.6907180639383 15.6708954600421 14.9345531307138 14.3693981261158 17.2572299003597 14.7938767391149 17.1795117808858 20.5655595436908
TCGA-A7-A6VW 7.12412090724366 15.6205280300996 18.0333474444235 20.1566874544006 17.0664027261043 14.3431233620411 14.7915928041886 14.6263821171285 13.6624423932614 17.2010720623045 21.0209331040764
TCGA-E2-A14Z 9.99974746915755 8.10456937837469 16.796981619459 15.1065163769032 15.3527216271475 15.7772066555712 16.2550609996258 17.629428151174 15.6524935179223 16.8175539640641 20.1227176364202
