X7200 X2925 X2864 X185 X6869 X846 X2867 X2151 X147 X146 X10125 X3357 X1910 X1902 X2149 X54331 X2791 X6196 X8503 X351 X6915 X10161 X6195 X10287
TCGA-E2-A1LS 8.11927694862896 11.1185510213489 3 10.9691544688135 12.5856516515258 3 11.421184810655 17.1858684730204 12.5136782907602 7.63999358332133 16.4560477060077 14.0238220100047 16.5362631962312 16.6087090045103 17.9301826625567 14.543175190137 17.4944880931193 15.7204208258618 16.1513140861844 25.0005181835954 14.7193675437929 18.1876311666208 18.4831485605572 17.2867710872974
TCGA-AC-A5XS 10.2726638726584 15.3956849702768 10.0497589180256 15.5661896697887 13.605638498578 3 14.6423826943089 18.2737254721603 11.1331376666772 11.6965617814739 13.5179748703166 15.3582475530473 16.2595988533394 16.0739196242338 18.8399415491077 16.0596114763223 18.7644516265209 16.2768564074186 17.7545293694007 20.9156125366169 15.3142502948787 17.4480846714631 17.2949883629955 18.3462639897311
TCGA-AC-A23E 11.1317024910629 14.977793359015 3 16.7812059059785 11.5427984103564 3 11.4516256832333 16.1712638884788 13.9822556384618 10.1550580978114 13.0184571466481 14.5372439652857 16.290301931727 17.9574215878929 18.8168701334378 16.3287515731181 17.5010909681644 17.3568513752359 17.0623786655485 22.2370355084655 14.8497183199539 17.7370469979075 17.8346147764722 16.8204974281266
TCGA-A8-A06Y 9.82158586289313 19.8995797790174 3 13.4050142283542 11.9421732711214 3 14.4578486203997 15.6876729359939 13.5509395624261 9.64892820497684 13.1517702987742 11.716355768836 15.782209192334 13.4790582561224 17.394069054508 13.8549752914049 16.6974528665343 16.5897554019111 17.7557298448163 22.2241478795346 14.4200522807452 17.1713922640052 16.8672931555342 17.0582459439367
TCGA-BH-A0H3 11.3519195468064 18.8964505068881 7.20353173821582 15.9846707170038 13.8725081278461 6.08060381046926 13.2290765846174 18.9621039717311 13.2901516220176 10.8575084131728 14.1164073926095 15.2466275536314 15.7606729442464 17.8734034169081 19.3885971379485 16.6241078100448 18.1571181825663 17.413526691864 17.9444463297509 22.5351191943043 14.427676607215 17.8994851093276 17.4542866585914 16.6290083778214
TCGA-AR-A2LJ 13.9333137573325 11.9506222935687 10.9274430125693 14.7449658471307 14.0730205714598 6.50836868552359 15.6055266052348 17.6228200882272 12.9190472520517 11.2395006676272 15.2850917054713 14.9986404435934 15.7838325617131 17.4601428260771 18.2733643306803 16.2538522684097 18.421558944689 16.917302371586 18.2930164563181 21.1464434971342 15.0947923816591 17.1615263106813 18.5681734036699 18.638251243984
TCGA-A8-A06U 14.4599007074544 18.0319040075209 7.54326713722985 15.1943740584868 11.898111992535 3 16.0362607646549 16.6113104868904 11.89415076879 9.54573193152905 14.1034674912176 10.9863175532743 14.8667934701333 16.6985044168982 17.7438037053139 14.8357868065591 16.3087343765501 16.4815503835169 17.6916671797441 20.7385687594261 13.6170376441726 17.0008213540412 17.3527979452593 17.9938354058476
TCGA-D8-A1X6 13.2405481440493 14.1312394176731 9.52809751935918 17.4644450843517 9.98711112626904 5.90955166542816 15.0382368399553 15.7506735922942 11.926437361586 3 12.8780972499233 15.0023514883232 13.9087554398697 16.8831174480507 17.3803492441109 15.3439959327127 16.3766470371761 16.2215550899793 18.7680261357404 20.8897970048146 13.4365202840205 18.2335779292492 17.4172254792916 17.4001895483842
TCGA-A7-A6VY 7.56677900162141 10.136027964297 3 12.1523363915163 12.6214482748784 3 11.7805614164249 14.2888427385506 9.29465538870247 9.60818685520765 15.3361317905988 12.4526106279417 12.7790159483699 17.2748115164313 17.3199537838372 14.7757082509365 16.4625430040574 15.8250327770533 17.2435328723051 22.7439305967144 14.7419403911951 16.6198701484054 17.9336339561443 18.4572841760036
TCGA-E2-A15O 13.927420335389 17.3161466311016 9.84689577256661 11.5702958913085 11.4866813506786 6.42904947583371 15.9257561952782 16.9793722597584 13.2465852584757 9.83825823859852 17.2220508785553 12.947318740394 13.5955402688338 16.9043531636735 18.2794652666132 14.4056508290815 15.8581120190568 16.6093194104717 18.4338071834729 21.5374333030529 14.707118766372 16.4508609718967 17.3107396489603 17.1187731865307
TCGA-A2-A0CY 15.9507326580782 13.19541271493 9.72482964821508 8.56717653601348 12.0990697967829 6.99565458978796 17.1559060608007 12.314047939931 12.708901819765 10.8606353538363 10.640718406147 8.20692084990321 13.2387312047439 15.6318174707402 15.754222117604 14.2469059802781 17.3817866876986 17.2873498129986 17.5625845080791 22.6009700876558 14.8074633026654 16.8672695788591 18.2501028923427 17.7576179288897
TCGA-OL-A6VO 8.49271603154465 9.10261464879422 7.31044672870077 10.7403242280963 13.4381079251641 3 13.1493169418006 13.3115605528127 10.974603640818 8.98701854016149 17.8655925943893 13.0597107663839 13.4140730944954 14.512735034789 16.6020146597475 16.4931050511402 16.2384749551619 15.7622418523286 16.9014910574795 21.0607477485617 13.5484671526276 16.9885406903498 17.9793699403909 17.6531736178443
TCGA-A2-A0CL 12.2400348647619 19.6195117574106 7.38356101387216 13.6307925633809 13.8687406034538 8.44427411109444 14.8188630753902 19.6039813633834 13.4253109084465 11.6295942811821 16.8110960144294 13.7641125455549 16.6527806298466 16.7295618560805 20.6378372890135 17.1012581174399 17.7828034090835 17.2022442333609 16.8624939817736 20.8918768157304 14.7677684033662 17.8261633563915 17.6873146957274 18.4813631897288
TCGA-AR-A0TQ 23.088499527235 12.0117911024682 7.98719323509493 13.3065697810849 13.786534543138 3 13.8794823350692 18.9951502587484 15.770122763259 13.692466548633 15.4856237270771 14.3046324145303 15.8978602944692 15.9988183704159 19.1805053128111 16.0452383448183 17.0442163587789 16.9217985489072 17.3938696707535 21.9359025501213 14.0520601381188 16.838202528496 17.0185218972792 19.3582699962735
TCGA-E2-A573 10.3619981549354 11.3936868734805 3 11.9112195683448 12.0193213966076 6.45754846250258 13.1417466840081 14.0836829129885 15.0947346075543 8.88165788900443 16.2940726802126 12.7159230728042 12.8872752714984 16.1308338583772 17.142378960772 15.8104710657447 17.2259927620981 16.2561538973606 17.4539269825157 22.2326441193269 14.8707640132675 16.265071280373 17.4930362862464 19.0709811519689
TCGA-A2-A0CW 14.0957791805715 14.3757777107945 3 12.5996221534824 11.7721448582124 7.86424995726687 17.6924459245358 17.0145012913813 12.9738414974757 9.58843246033145 14.0008206893811 11.9886477399902 14.2201231554953 16.708796473771 17.4795235761544 14.2670144641222 16.1994027439189 16.0713212338225 17.1398768366084 20.4389206511542 13.8944977780058 16.20822180015 16.7167970457263 19.6532794874477
TCGA-AC-A3EH 7.62356714051441 17.7997340628912 3 14.6629406666304 11.8976115923516 6.27298449956438 13.7488181986672 18.3270964266926 13.1440292026204 10.0783143822753 12.2819341729711 14.2390843285039 13.4421081931321 17.4327404355931 18.2682834795768 14.9110822713652 16.4564564999283 15.5217484216689 17.4152215581469 22.5336407588473 14.5011747262746 16.19253804334 17.6021498369389 17.8167226910873
TCGA-A2-A3XX 7.58024844467155 11.2599854931098 8.90343642114012 11.1688804190577 11.3842431729138 10.6623617147043 11.4904992113454 15.0871724932241 14.0634832127018 10.0334746862077 17.3989747019004 11.4269878118475 15.3292882332001 14.7183395805623 17.7523398859676 14.7722817467455 16.7924811261385 16.8248437969866 17.3849275402235 23.6487698920915 15.1556120050131 15.6352253009425 18.1953360088284 18.3052338283503
TCGA-AO-A1KQ 20.3932321477022 14.0426182814161 7.8328035134553 12.6527544075096 9.76487149035768 3 14.8290329384632 16.5340491469269 12.4423619235382 14.9277450774534 18.2416479919596 12.8240219341288 13.7939211836311 16.1407247142302 18.0416990352058 15.4941266816725 17.887447709769 14.8658676594732 16.5634463738192 21.631168021807 14.5308272331188 17.0801900271208 17.4160496516808 18.2165081658362
